Passport,Destination,Requirement
ATG,MDG,visa on arrival (90)
ATG,MWI,-1
ATG,MYS,-1
ATG,MDV,visa on arrival (30)
ATG,MLI,visa required
ATG,MLT,-1
ATG,MHL,visa required
ATG,MRT,visa on arrival
ATG,MUS,-1
ATG,MEX,visa required
ATG,MDA,-1
ATG,MCO,-1
ATG,MNG,e-visa
ATG,MNE,-1
ATG,MAR,visa required
ATG,MOZ,visa on arrival (30)
ATG,MMR,visa required
ATG,NAM,visa required
ATG,NRU,visa required
ATG,NPL,visa on arrival (150)
ATG,NLD,-1
ATG,NZL,visa required
ATG,NIC,-1
ATG,NER,visa required
ATG,NGA,e-visa
ATG,PRK,visa required
ATG,MKD,-1
ATG,NOR,-1
ATG,OMN,e-visa
ATG,PAK,e-visa
ATG,PLW,visa on arrival (30)
ATG,PSE,visa free
ATG,PAN,-1
ATG,PNG,e-visa (30)
ATG,PRY,visa required
ATG,PER,-1
ATG,PHL,-1
ATG,POL,-1
ATG,PRT,-1
ATG,QAT,visa on arrival (90)
ATG,ROU,-1
ATG,RUS,-1
ATG,RWA,-1
ATG,KNA,visa free
ATG,LCA,visa free
ATG,WSM,visa on arrival (90)
ATG,SMR,-1
ATG,STP,e-visa
ATG,SAU,visa required
ATG,SEN,visa required
ATG,SRB,-1
ATG,SLE,visa on arrival (30)
ATG,SGP,-1
ATG,SVK,-1
ATG,SVN,-1
ATG,SLB,visa on arrival (90)
ATG,SOM,visa required
ATG,ZAF,-1
ATG,KOR,e-visa (90)
ATG,SSD,e-visa
ATG,ESP,-1
ATG,LKA,e-visa (30)
ATG,VCT,visa free
ATG,SDN,visa required
ATG,SUR,-1
ATG,SWE,-1
ATG,CHE,-1
ATG,SYR,visa required
ATG,TWN,visa required
ATG,TJK,e-visa
ATG,TZA,-1
ATG,THA,e-visa
ATG,TLS,visa on arrival (30)
ATG,TGO,visa on arrival (15)
ATG,TON,visa required
ATG,TTO,visa free
ATG,TUN,-1
ATG,TKM,visa required
ATG,TUV,visa on arrival (30)
ATG,TUR,visa on arrival (90)
ATG,UGA,-1
ATG,UKR,-1
ATG,ARE,visa required
ATG,GBR,-1
ATG,USA,visa required
ATG,URY,visa required
ATG,UZB,-1
ATG,VUT,-1
ATG,VAT,-1
ATG,VEN,-1
ATG,VNM,e-visa (90)
ATG,YEM,visa required
ATG,ZMB,-1
ATG,ZWE,-1
ATG,AFG,visa required
ATG,DMA,visa free
ATG,HTI,-1
ATG,SYC,-1
ARG,ALB,-1
ARG,DZA,visa required
ARG,AND,-1
ARG,AGO,-1
ARG,ATG,-1
ARG,ARG,-1
ARG,ARM,-1
ARG,AUS,e-visa
ARG,AUT,-1
ARG,AZE,e-visa (30)
ARG,BHS,-1
ARG,BHR,visa on arrival (30)
ARG,BGD,visa on arrival (30)
ARG,BRB,visa free
ARG,BLR,-1
ARG,BEL,-1
ARG,BLZ,-1
ARG,BEN,e-visa
ARG,BTN,e-visa
ARG,BOL,-1
ARG,BIH,-1
ARG,BWA,-1
ARG,BRA,-1
ARG,BRN,visa required
ARG,BGR,-1
ARG,BFA,visa on arrival (90)
ARG,BDI,visa on arrival (30)
ARG,KHM,visa on arrival (30)
ARG,CMR,e-visa
ARG,CAN,visa required
ARG,CPV,visa on arrival
ARG,CAF,visa required
ARG,TCD,visa required
ARG,CHL,-1
ARG,CHN,visa required
ARG,COL,-1
ARG,COM,visa on arrival (45)
ARG,COG,visa required
ARG,COD,e-visa (90)
ARG,CRI,-1
ARG,CIV,e-visa (90)
ARG,HRV,-1
ARG,CUB,visa required (90)
ARG,CYP,-1
ARG,CZE,-1
ARG,DNK,-1
ARG,DJI,visa on arrival (90)
ARG,DOM,visa free
ARG,ECU,-1
ARG,EGY,visa on arrival (30)
ARG,SLV,-1
ARG,GNQ,e-visa
ARG,ERI,visa required
ARG,EST,-1
ARG,SWZ,-1
ARG,ETH,visa on arrival (90)
ARG,FJI,-1
ARG,FIN,-1
ARG,FRA,-1
ARG,GAB,e-visa (90)
ARG,GMB,visa required
ARG,GEO,-1
ARG,DEU,-1
ARG,GHA,visa required
ARG,GRC,-1
ARG,GRD,-1
ARG,GTM,-1
ARG,GIN,e-visa (90)
ARG,GNB,visa on arrival (90)
ARG,GUY,-1
ARG,HND,-1
ARG,HKG,-1
ARG,HUN,-1
ARG,ISL,-1
ARG,IND,e-visa (30)
ARG,IDN,visa on arrival (30)
ARG,IRN,visa on arrival (30)
ARG,IRQ,visa required
ARG,IRL,-1
ARG,ISR,-1
ARG,ITA,-1
ARG,JAM,-1
ARG,JPN,-1
ARG,JOR,visa on arrival
ARG,KAZ,-1
ARG,KEN,e-visa (90)
ARG,KIR,-1
ARG,XKX,-1
ARG,KWT,visa required
ARG,KGZ,-1
ARG,LAO,visa on arrival (30)
ARG,LVA,-1
ARG,LBN,visa on arrival (30)
ARG,LSO,e-visa (14)
ARG,LBR,visa required
ARG,LBY,e-visa
ARG,LIE,-1
ARG,LTU,-1
ARG,LUX,-1
ARG,MAC,-1
ARG,MDG,visa on arrival (90)
ARG,MWI,visa on arrival (30)
ARG,MYS,-1
ARG,MDV,visa on arrival (30)
ARG,MLI,visa required
ARG,MLT,-1
ARG,MHL,visa on arrival (90)
ARG,MRT,visa on arrival
ARG,MUS,-1
ARG,MEX,-1
ARG,MDA,-1
ARG,MCO,-1
ARG,MNG,-1
ARG,MNE,-1
ARG,MAR,-1
ARG,MOZ,visa on arrival (30)
ARG,MMR,e-visa
ARG,NAM,visa on arrival (90)
ARG,NRU,visa required
ARG,NPL,visa on arrival (150)
ARG,NLD,-1
ARG,NZL,e-visa (90)
ARG,NIC,-1
ARG,NER,visa required
ARG,NGA,e-visa
ARG,PRK,visa required
ARG,MKD,-1
ARG,NOR,-1
ARG,OMN,visa on arrival (30)
ARG,PAK,e-visa (30)
ARG,PLW,visa on arrival (30)
ARG,PSE,visa free
ARG,PAN,-1
ARG,PNG,e-visa (60)
ARG,PRY,-1
ARG,PER,-1
ARG,PHL,-1
ARG,POL,-1
ARG,PRT,-1
ARG,QAT,visa on arrival (90)
ARG,ROU,-1
ARG,RUS,-1
ARG,RWA,visa on arrival (30)
ARG,KNA,-1
ARG,LCA,-1
ARG,WSM,visa on arrival (90)
ARG,SMR,-1
ARG,STP,e-visa
ARG,SAU,visa required
ARG,SEN,visa on arrival (30)
ARG,SRB,-1
ARG,SLE,e-visa
ARG,SGP,-1
ARG,SVK,-1
ARG,SVN,-1
ARG,SLB,visa on arrival (90)
ARG,SOM,visa required
ARG,ZAF,-1
ARG,KOR,e-visa (30)
ARG,SSD,e-visa
ARG,ESP,-1
ARG,LKA,e-visa (30)
ARG,VCT,-1
ARG,SDN,visa required
ARG,SUR,-1
ARG,SWE,-1
ARG,CHE,-1
ARG,SYR,visa required
ARG,TWN,visa required
ARG,TJK,-1
ARG,TZA,visa on arrival
ARG,THA,-1
ARG,TLS,visa on arrival (30)
ARG,TGO,visa on arrival (15)
ARG,TON,visa required
ARG,TTO,-1
ARG,TUN,-1
ARG,TKM,visa required
ARG,TUV,visa on arrival (30)
ARG,TUR,-1
ARG,UGA,e-visa
ARG,UKR,-1
ARG,ARE,-1
ARG,GBR,-1
ARG,USA,visa required
ARG,URY,-1
ARG,UZB,-1
ARG,VUT,-1
ARG,VAT,-1
ARG,VEN,-1
ARG,VNM,e-visa (90)
ARG,YEM,visa required
ARG,ZMB,visa on arrival (90)
ARG,ZWE,visa on arrival (90)
ARG,AFG,visa required
ARG,DMA,-1
ARG,HTI,-1
ARG,SYC,-1
ARM,ALB,-1
ARM,DZA,visa required
ARM,AND,visa required
ARM,AGO,visa required
ARM,ATG,-1
ARM,ARG,-1
ARM,ARM,-1
ARM,AUS,e-visa
ARM,AUT,visa required
ARM,AZE,no admission
ARM,BHS,-1
ARM,BHR,e-visa
ARM,BGD,visa on arrival (30)
ARM,BRB,-1
ARM,BLR,visa free
ARM,BEL,visa required
ARM,BLZ,visa required
ARM,BEN,e-visa
ARM,BTN,e-visa
ARM,BOL,visa on arrival (90)
ARM,BIH,visa required
ARM,BWA,e-visa
ARM,BRA,-1
ARM,BRN,visa required
ARM,BGR,visa required
ARM,BFA,e-visa
ARM,BDI,visa on arrival (30)
ARM,KHM,visa on arrival (30)
ARM,CMR,e-visa
ARM,CAN,visa required
ARM,CPV,visa on arrival
ARM,CAF,visa required
ARM,TCD,visa required
ARM,CHL,visa required
ARM,CHN,-1
ARM,COL,e-visa
ARM,COM,visa on arrival (45)
ARM,COG,visa required
ARM,COD,e-visa (90)
ARM,CRI,visa required
ARM,CIV,e-visa (90)
ARM,HRV,visa required
ARM,CUB,visa required (90)
ARM,CYP,visa required
ARM,CZE,visa required
ARM,DNK,visa required
ARM,DJI,visa on arrival (90)
ARM,DOM,visa required
ARM,ECU,-1
ARM,EGY,visa on arrival (30)
ARM,SLV,e-visa
ARM,GNQ,e-visa
ARM,ERI,visa required
ARM,EST,visa required
ARM,SWZ,visa required
ARM,ETH,e-visa (90)
ARM,FJI,visa required
ARM,FIN,visa required
ARM,FRA,visa required
ARM,GAB,e-visa (90)
ARM,GMB,-1
ARM,GEO,-1
ARM,DEU,visa required
ARM,GHA,visa required
ARM,GRC,visa required
ARM,GRD,visa required
ARM,GTM,visa required
ARM,GIN,e-visa (90)
ARM,GNB,visa on arrival (90)
ARM,GUY,visa required
ARM,HND,visa required
ARM,HKG,-1
ARM,HUN,visa required
ARM,ISL,visa required
ARM,IND,e-visa (30)
ARM,IDN,visa on arrival (30)
ARM,IRN,-1
ARM,IRQ,visa required
ARM,IRL,visa required
ARM,ISR,visa required
ARM,ITA,visa required
ARM,JAM,visa on arrival (30)
ARM,JPN,visa required
ARM,JOR,visa on arrival
ARM,KAZ,-1
ARM,KEN,e-visa (90)
ARM,KIR,visa required
ARM,XKX,visa required
ARM,KWT,visa required
ARM,KGZ,visa free
ARM,LAO,visa on arrival (30)
ARM,LVA,visa required
ARM,LBN,visa on arrival (30)
ARM,LSO,e-visa (14)
ARM,LBR,visa required
ARM,LBY,e-visa
ARM,LIE,visa required
ARM,LTU,visa required
ARM,LUX,visa required
ARM,MAC,-1
ARM,MDG,visa on arrival (90)
ARM,MWI,visa on arrival (30)
ARM,MYS,-1
ARM,MDV,visa on arrival (30)
ARM,MLI,visa required
ARM,MLT,visa required
ARM,MHL,visa required
ARM,MRT,visa on arrival
ARM,MUS,visa on arrival (60)
ARM,MEX,visa required
ARM,MDA,-1
ARM,MCO,visa required
ARM,MNG,e-visa
ARM,MNE,-1
ARM,MAR,visa required
ARM,MOZ,visa on arrival (30)
ARM,MMR,visa required
ARM,NAM,-1
ARM,NRU,visa required
ARM,NPL,visa on arrival (150)
ARM,NLD,visa required
ARM,NZL,visa required
ARM,NIC,visa required
ARM,NER,visa required
ARM,NGA,e-visa
ARM,PRK,visa required
ARM,MKD,visa required
ARM,NOR,visa required
ARM,OMN,e-visa
ARM,PAK,visa required
ARM,PLW,visa on arrival (30)
ARM,PSE,visa free
ARM,PAN,-1
ARM,PNG,e-visa
ARM,PRY,visa required
ARM,PER,visa required
ARM,PHL,visa required
ARM,POL,visa required
ARM,PRT,visa required
ARM,QAT,visa on arrival (90)
ARM,ROU,visa required
ARM,RUS,-1
ARM,RWA,-1
ARM,KNA,e-visa
ARM,LCA,visa required
ARM,WSM,visa on arrival (90)
ARM,SMR,visa required
ARM,STP,e-visa
ARM,SAU,visa required
ARM,SEN,visa on arrival (30)
ARM,SRB,-1
ARM,SLE,visa on arrival (30)
ARM,SGP,e-visa
ARM,SVK,visa required
ARM,SVN,visa required
ARM,SLB,visa required
ARM,SOM,visa required
ARM,ZAF,visa required
ARM,KOR,e-visa
ARM,SSD,e-visa
ARM,ESP,visa required
ARM,LKA,e-visa (30)
ARM,VCT,-1
ARM,SDN,visa required
ARM,SUR,visa required (90)
ARM,SWE,visa required
ARM,CHE,visa required
ARM,SYR,visa required
ARM,TWN,visa required
ARM,TJK,-1
ARM,TZA,visa on arrival
ARM,THA,visa required
ARM,TLS,visa on arrival (30)
ARM,TGO,visa on arrival (15)
ARM,TON,visa required
ARM,TTO,visa required
ARM,TUN,visa required
ARM,TKM,visa required
ARM,TUV,visa on arrival (30)
ARM,TUR,visa on arrival (30)
ARM,UGA,e-visa
ARM,UKR,visa free
ARM,ARE,-1
ARM,GBR,visa required
ARM,USA,visa required
ARM,URY,-1
ARM,UZB,visa free
ARM,VUT,visa required
ARM,VAT,visa required
ARM,VEN,visa required
ARM,VNM,e-visa (90)
ARM,YEM,visa required
ARM,ZMB,e-visa
ARM,ZWE,visa on arrival (90)
ARM,AFG,visa required
ARM,DMA,-1
ARM,HTI,-1
ARM,SYC,-1
AUS,ALB,-1
AUS,DZA,visa required
AUS,AND,-1
AUS,AGO,-1
AUS,ATG,-1
AUS,ARG,-1
AUS,ARM,-1
AUS,AUS,-1
AUS,AUT,-1
AUS,AZE,e-visa (30)
AUS,BHS,-1
AUS,BHR,visa on arrival (30)
AUS,BGD,visa on arrival (30)
AUS,BRB,-1
AUS,BLR,-1
AUS,BEL,-1
AUS,BLZ,visa free
AUS,BEN,e-visa
AUS,BTN,e-visa
AUS,BOL,-1
AUS,BIH,-1
AUS,BWA,-1
AUS,BRA,-1
AUS,BRN,visa on arrival (30)
AUS,BGR,-1
AUS,BFA,visa on arrival (90)
AUS,BDI,visa on arrival (30)
AUS,KHM,visa on arrival (30)
AUS,CMR,e-visa
AUS,CAN,e-visa (180)
AUS,CPV,visa on arrival
AUS,CAF,visa required
AUS,TCD,visa required
AUS,CHL,e-visa
AUS,CHN,visa required
AUS,COL,-1
AUS,COM,visa on arrival (45)
AUS,COG,visa required
AUS,COD,e-visa (90)
AUS,CRI,-1
AUS,CIV,e-visa (90)
AUS,HRV,-1
AUS,CUB,visa required (90)
AUS,CYP,-1
AUS,CZE,-1
AUS,DNK,-1
AUS,DJI,visa on arrival (90)
AUS,DOM,visa free
AUS,ECU,-1
AUS,EGY,visa on arrival (30)
AUS,SLV,-1
AUS,GNQ,e-visa
AUS,ERI,visa required
AUS,EST,-1
AUS,SWZ,-1
AUS,ETH,visa on arrival (90)
AUS,FJI,-1
AUS,FIN,-1
AUS,FRA,-1
AUS,GAB,e-visa (90)
AUS,GMB,-1
AUS,GEO,-1
AUS,DEU,-1
AUS,GHA,visa required
AUS,GRC,-1
AUS,GRD,-1
AUS,GTM,-1
AUS,GIN,e-visa (90)
AUS,GNB,visa on arrival (90)
AUS,GUY,-1
AUS,HND,-1
AUS,HKG,-1
AUS,HUN,-1
AUS,ISL,-1
AUS,IND,e-visa (30)
AUS,IDN,visa on arrival (30)
AUS,IRN,visa on arrival (30)
AUS,IRQ,visa on arrival (60)
AUS,IRL,-1
AUS,ISR,-1
AUS,ITA,-1
AUS,JAM,visa free
AUS,JPN,-1
AUS,JOR,visa on arrival
AUS,KAZ,-1
AUS,KEN,e-visa (90)
AUS,KIR,-1
AUS,XKX,-1
AUS,KWT,visa on arrival (90)
AUS,KGZ,-1
AUS,LAO,visa on arrival (30)
AUS,LVA,-1
AUS,LBN,visa on arrival (30)
AUS,LSO,visa free
AUS,LBR,visa required
AUS,LBY,e-visa
AUS,LIE,-1
AUS,LTU,-1
AUS,LUX,-1
AUS,MAC,-1
AUS,MDG,visa on arrival (90)
AUS,MWI,-1
AUS,MYS,-1
AUS,MDV,visa on arrival (30)
AUS,MLI,visa required
AUS,MLT,-1
AUS,MHL,visa on arrival (90)
AUS,MRT,visa on arrival
AUS,MUS,-1
AUS,MEX,-1
AUS,MDA,-1
AUS,MCO,-1
AUS,MNG,-1
AUS,MNE,-1
AUS,MAR,-1
AUS,MOZ,visa on arrival (30)
AUS,MMR,e-visa
AUS,NAM,-1
AUS,NRU,visa required
AUS,NPL,visa on arrival (150)
AUS,NLD,-1
AUS,NZL,visa free
AUS,NIC,-1
AUS,NER,visa required
AUS,NGA,e-visa
AUS,PRK,visa required
AUS,MKD,-1
AUS,NOR,-1
AUS,OMN,visa on arrival (30)
AUS,PAK,e-visa (30)
AUS,PLW,visa on arrival (30)
AUS,PSE,visa free
AUS,PAN,-1
AUS,PNG,e-visa (30)
AUS,PRY,-1
AUS,PER,-1
AUS,PHL,-1
AUS,POL,-1
AUS,PRT,-1
AUS,QAT,visa on arrival (30)
AUS,ROU,-1
AUS,RUS,visa required
AUS,RWA,-1
AUS,KNA,-1
AUS,LCA,-1
AUS,WSM,visa on arrival (90)
AUS,SMR,-1
AUS,STP,e-visa
AUS,SAU,visa on arrival (90)
AUS,SEN,visa on arrival (30)
AUS,SRB,-1
AUS,SLE,visa on arrival (30)
AUS,SGP,-1
AUS,SVK,-1
AUS,SVN,-1
AUS,SLB,visa on arrival (90)
AUS,SOM,visa required
AUS,ZAF,-1
AUS,KOR,-1
AUS,SSD,e-visa
AUS,ESP,-1
AUS,LKA,e-visa (30)
AUS,VCT,-1
AUS,SDN,visa required
AUS,SUR,visa required (90)
AUS,SWE,-1
AUS,CHE,-1
AUS,SYR,visa required
AUS,TWN,-1
AUS,TJK,-1
AUS,TZA,visa on arrival
AUS,THA,-1
AUS,TLS,visa on arrival (30)
AUS,TGO,visa on arrival (15)
AUS,TON,visa on arrival (31)
AUS,TTO,visa on arrival
AUS,TUN,-1
AUS,TKM,visa required
AUS,TUV,visa on arrival (30)
AUS,TUR,visa on arrival (90)
AUS,UGA,e-visa
AUS,UKR,-1
AUS,ARE,-1
AUS,GBR,-1
AUS,USA,e-visa (90)
AUS,URY,-1
AUS,UZB,-1
AUS,VUT,-1
AUS,VAT,-1
AUS,VEN,-1
AUS,VNM,e-visa (90)
AUS,YEM,visa required
AUS,ZMB,-1
AUS,ZWE,visa on arrival (90)
AUS,AFG,visa required
AUS,DMA,-1
AUS,HTI,-1
AUS,SYC,-1
AUT,ALB,-1
AUT,DZA,visa required
AUT,AND,visa free
AUT,AGO,-1
AUT,ATG,-1
AUT,ARG,-1
AUT,ARM,-1
AUT,AUS,e-visa (90)
AUT,AUT,-1
AUT,AZE,e-visa (30)
AUT,BHS,-1
AUT,BHR,visa on arrival (30)
AUT,BGD,visa on arrival (30)
AUT,BRB,-1
AUT,BLR,-1
AUT,BEL,visa free
AUT,BLZ,visa free
AUT,BEN,e-visa
AUT,BTN,e-visa
AUT,BOL,-1
AUT,BIH,-1
AUT,BWA,-1
AUT,BRA,-1
AUT,BRN,-1
AUT,BGR,visa free
AUT,BFA,visa on arrival (90)
AUT,BDI,visa on arrival (30)
AUT,KHM,visa on arrival (30)
AUT,CMR,e-visa
AUT,CAN,e-visa (180)
AUT,CPV,-1
AUT,CAF,visa required
AUT,TCD,visa required
AUT,CHL,-1
AUT,CHN,-1
AUT,COL,-1
AUT,COM,visa on arrival (45)
AUT,COG,visa required
AUT,COD,e-visa (90)
AUT,CRI,-1
AUT,CIV,e-visa (90)
AUT,HRV,-1
AUT,CUB,visa required (90)
AUT,CYP,visa free
AUT,CZE,visa free
AUT,DNK,visa free
AUT,DJI,visa on arrival (90)
AUT,DOM,visa free
AUT,ECU,-1
AUT,EGY,visa on arrival (30)
AUT,SLV,-1
AUT,GNQ,e-visa
AUT,ERI,visa required
AUT,EST,visa free
AUT,SWZ,-1
AUT,ETH,visa on arrival (90)
AUT,FJI,-1
AUT,FIN,visa free
AUT,FRA,visa free
AUT,GAB,e-visa (90)
AUT,GMB,-1
AUT,GEO,-1
AUT,DEU,visa free
AUT,GHA,visa required
AUT,GRC,visa free
AUT,GRD,-1
AUT,GTM,-1
AUT,GIN,e-visa (90)
AUT,GNB,visa on arrival (90)
AUT,GUY,-1
AUT,HND,-1
AUT,HKG,-1
AUT,HUN,visa free
AUT,ISL,visa free
AUT,IND,e-visa (30)
AUT,IDN,visa on arrival (30)
AUT,IRN,visa on arrival (30)
AUT,IRQ,visa on arrival (60)
AUT,IRL,visa free
AUT,ISR,-1
AUT,ITA,visa free
AUT,JAM,-1
AUT,JPN,-1
AUT,JOR,visa on arrival
AUT,KAZ,-1
AUT,KEN,e-visa (90)
AUT,KIR,-1
AUT,XKX,-1
AUT,KWT,visa on arrival (90)
AUT,KGZ,-1
AUT,LAO,visa on arrival (30)
AUT,LVA,visa free
AUT,LBN,visa on arrival (30)
AUT,LSO,visa free
AUT,LBR,visa required
AUT,LBY,e-visa
AUT,LIE,visa free
AUT,LTU,visa free
AUT,LUX,visa free
AUT,MAC,-1
AUT,MDG,visa on arrival (90)
AUT,MWI,visa on arrival (30)
AUT,MYS,-1
AUT,MDV,visa on arrival (30)
AUT,MLI,visa required
AUT,MLT,visa free
AUT,MHL,-1
AUT,MRT,visa on arrival
AUT,MUS,-1
AUT,MEX,-1
AUT,MDA,-1
AUT,MCO,visa free
AUT,MNG,-1
AUT,MNE,-1
AUT,MAR,-1
AUT,MOZ,visa on arrival (30)
AUT,MMR,e-visa
AUT,NAM,-1
AUT,NRU,visa required
AUT,NPL,visa on arrival (150)
AUT,NLD,visa free
AUT,NZL,e-visa (90)
AUT,NIC,-1
AUT,NER,visa required
AUT,NGA,e-visa
AUT,PRK,visa required
AUT,MKD,-1
AUT,NOR,visa free
AUT,OMN,visa on arrival (30)
AUT,PAK,e-visa (30)
AUT,PLW,-1
AUT,PSE,visa free
AUT,PAN,-1
AUT,PNG,e-visa (60)
AUT,PRY,-1
AUT,PER,-1
AUT,PHL,-1
AUT,POL,visa free
AUT,PRT,visa free
AUT,QAT,visa on arrival (90)
AUT,ROU,visa free
AUT,RUS,e-visa (15)
AUT,RWA,visa on arrival (30)
AUT,KNA,-1
AUT,LCA,-1
AUT,WSM,-1
AUT,SMR,visa free
AUT,STP,-1
AUT,SAU,visa on arrival (90)
AUT,SEN,-1
AUT,SRB,-1
AUT,SLE,visa on arrival (30)
AUT,SGP,-1
AUT,SVK,visa free
AUT,SVN,visa free
AUT,SLB,-1
AUT,SOM,visa on arrival (30)
AUT,ZAF,-1
AUT,KOR,-1
AUT,SSD,e-visa
AUT,ESP,visa free
AUT,LKA,e-visa (30)
AUT,VCT,-1
AUT,SDN,visa required
AUT,SUR,visa required (90)
AUT,SWE,visa free
AUT,CHE,visa free
AUT,SYR,visa required
AUT,TWN,-1
AUT,TJK,-1
AUT,TZA,visa on arrival
AUT,THA,-1
AUT,TLS,-1
AUT,TGO,visa on arrival (15)
AUT,TON,-1
AUT,TTO,-1
AUT,TUN,-1
AUT,TKM,visa required
AUT,TUV,-1
AUT,TUR,-1
AUT,UGA,e-visa
AUT,UKR,-1
AUT,ARE,-1
AUT,GBR,-1
AUT,USA,e-visa (90)
AUT,URY,-1
AUT,UZB,-1
AUT,VUT,-1
AUT,VAT,visa free
AUT,VEN,-1
AUT,VNM,e-visa (90)
AUT,YEM,visa required
AUT,ZMB,-1
AUT,ZWE,visa on arrival (90)
AUT,AFG,visa required
AUT,DMA,-1
AUT,HTI,-1
AUT,SYC,-1
AZE,ALB,-1
AZE,DZA,visa required
AZE,AND,visa required
AZE,AGO,visa required
AZE,ATG,-1
AZE,ARG,visa required
AZE,ARM,visa free
AZE,AUS,e-visa
AZE,AUT,visa required
AZE,AZE,-1
AZE,BHS,-1
AZE,BHR,e-visa
AZE,BGD,visa on arrival (30)
AZE,BRB,-1
AZE,BLR,visa free
AZE,BEL,visa required
AZE,BLZ,visa required
AZE,BEN,e-visa
AZE,BTN,e-visa
AZE,BOL,visa on arrival (90)
AZE,BIH,-1
AZE,BWA,e-visa
AZE,BRA,visa required
AZE,BRN,visa required
AZE,BGR,visa required
AZE,BFA,e-visa
AZE,BDI,visa on arrival (30)
AZE,KHM,visa on arrival (30)
AZE,CMR,e-visa
AZE,CAN,visa required
AZE,CPV,visa on arrival
AZE,CAF,visa required
AZE,TCD,visa required
AZE,CHL,visa required
AZE,CHN,visa required
AZE,COL,-1
AZE,COM,visa on arrival (45)
AZE,COG,visa required
AZE,COD,e-visa (90)
AZE,CRI,visa required
AZE,CIV,e-visa (90)
AZE,HRV,visa required
AZE,CUB,visa required (90)
AZE,CYP,visa required
AZE,CZE,visa required
AZE,DNK,visa required
AZE,DJI,visa on arrival (90)
AZE,DOM,visa required
AZE,ECU,-1
AZE,EGY,visa on arrival (30)
AZE,SLV,e-visa
AZE,GNQ,e-visa
AZE,ERI,visa required
AZE,EST,visa required
AZE,SWZ,visa required
AZE,ETH,e-visa (90)
AZE,FJI,visa required
AZE,FIN,visa required
AZE,FRA,visa required
AZE,GAB,e-visa (90)
AZE,GMB,-1
AZE,GEO,-1
AZE,DEU,visa required
AZE,GHA,visa required
AZE,GRC,visa required
AZE,GRD,visa required
AZE,GTM,visa required
AZE,GIN,e-visa (90)
AZE,GNB,visa on arrival (90)
AZE,GUY,visa required
AZE,HND,visa required
AZE,HKG,e-visa
AZE,HUN,visa required
AZE,ISL,visa required
AZE,IND,e-visa (30)
AZE,IDN,e-visa
AZE,IRN,-1
AZE,IRQ,visa required
AZE,IRL,visa required
AZE,ISR,visa required
AZE,ITA,visa required
AZE,JAM,visa on arrival (30)
AZE,JPN,visa required
AZE,JOR,visa on arrival
AZE,KAZ,-1
AZE,KEN,e-visa (90)
AZE,KIR,visa required
AZE,XKX,visa required
AZE,KWT,visa required
AZE,KGZ,-1
AZE,LAO,visa on arrival (30)
AZE,LVA,visa required
AZE,LBN,visa on arrival (30)
AZE,LSO,e-visa (14)
AZE,LBR,visa required
AZE,LBY,e-visa
AZE,LIE,visa required
AZE,LTU,visa required
AZE,LUX,visa required
AZE,MAC,visa on arrival (30)
AZE,MDG,visa on arrival (90)
AZE,MWI,visa on arrival (30)
AZE,MYS,-1
AZE,MDV,visa on arrival (30)
AZE,MLI,visa required
AZE,MLT,visa required
AZE,MHL,visa on arrival (90)
AZE,MRT,visa on arrival
AZE,MUS,visa on arrival (60)
AZE,MEX,visa required
AZE,MDA,-1
AZE,MCO,visa required
AZE,MNG,visa required
AZE,MNE,-1
AZE,MAR,visa required
AZE,MOZ,visa on arrival (30)
AZE,MMR,visa required
AZE,NAM,-1
AZE,NRU,visa required
AZE,NPL,visa on arrival (150)
AZE,NLD,visa required
AZE,NZL,visa required
AZE,NIC,visa on arrival (30)
AZE,NER,visa required
AZE,NGA,e-visa
AZE,PRK,visa required
AZE,MKD,visa required
AZE,NOR,visa required
AZE,OMN,e-visa
AZE,PAK,e-visa (30)
AZE,PLW,visa on arrival (30)
AZE,PSE,visa free
AZE,PAN,visa required
AZE,PNG,e-visa
AZE,PRY,visa required
AZE,PER,visa required
AZE,PHL,visa required
AZE,POL,visa required
AZE,PRT,visa required
AZE,QAT,visa on arrival (30)
AZE,ROU,visa required
AZE,RUS,-1
AZE,RWA,visa on arrival (30)
AZE,KNA,e-visa
AZE,LCA,visa required
AZE,WSM,visa on arrival (90)
AZE,SMR,visa required
AZE,STP,e-visa
AZE,SAU,visa on arrival (90)
AZE,SEN,visa required
AZE,SRB,-1
AZE,SLE,visa on arrival (30)
AZE,SGP,e-visa
AZE,SVK,visa required
AZE,SVN,visa required
AZE,SLB,visa required
AZE,SOM,visa required
AZE,ZAF,visa required
AZE,KOR,e-visa
AZE,SSD,e-visa
AZE,ESP,visa required
AZE,LKA,e-visa (30)
AZE,VCT,-1
AZE,SDN,visa required
AZE,SUR,visa required (90)
AZE,SWE,visa required
AZE,CHE,visa required
AZE,SYR,visa required
AZE,TWN,visa required
AZE,TJK,-1
AZE,TZA,e-visa
AZE,THA,visa required
AZE,TLS,visa on arrival (30)
AZE,TGO,visa on arrival (15)
AZE,TON,visa required
AZE,TTO,visa required
AZE,TUN,visa required
AZE,TKM,visa required
AZE,TUV,visa on arrival (30)
AZE,TUR,-1
AZE,UGA,e-visa
AZE,UKR,visa free
AZE,ARE,-1
AZE,GBR,visa required
AZE,USA,visa required
AZE,URY,visa required
AZE,UZB,visa free
AZE,VUT,-1
AZE,VAT,visa required
AZE,VEN,visa required
